,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,HV1,HV2,KV1,KV2,AV1,Vfdt1,Vfdt2,HR1,HR2,HR3,THR1,THR2,HR4,HR5,HR6,THR4,THR5,HR7,HR8,HR9,THR7,THR8,H1,H2,H3,H4,H5,H6,H7,TH2,TH3,TH5,TH6,H8,H9,H10,H11,H12,H13,H14,TH9,TH10,TH12,TH13,H15,H16,H17,THR15,THR16,K1,K2,K3,K4,K5,K6,K7,TK2,TK3,TK5,TK6,K8,K9,K10,TK8,TK9,K11,K12,K13,TK11,TK12,A1,A2,A3,A4,A5,A6,A7,TA2,TA3,TA5,TA6,A8,A9,A10,TA8,TA9,F4,F5,HM1,HM2,THM1,THM2,HM3,HM4,THM3,THM4,HM5,HM6,THM5,THM6,KM1,KM2,TKM1,TKM2,KM3,KM4,TKM3,TKM4,KM5,KM6,TKM5,TKM6,AM1,AM2,TAM1,TAM2,AM3,AM4,TAM3,TAM4,AM5,AM6,TAM5,TAM6
M_IZ_L076M2NAAA,61.803833,38.196167,1.009440,54.270968,1.286667,46.644402,0.785075,42.208314,0.486077,26.133154,0.686667,87.561241,0.430000,0.170000,-59.535837,19.535743,44.369088,-78.077261,-11.235303,20.021769,8.103585,15.145667,11.207000,3.938667,45.309708,71.627831,2.332333,-2.705667,5.038000,36.446154,56.486672,6.190333,-4.098000,10.288333,23.265963,62.727993,36.735333,37.128333,7.275000,15.047667,38.801333,15.047667,32.394000,3.847334,51.300367,89.159093,61.803833,-5.811667,0.168000,-9.067000,-9.190333,-3.831000,-10.506667,10.674667,42.167190,61.415130,100.000000,65.431994,4.155667,-10.452667,14.608333,68.031562,14.060737,22.448000,43.648667,17.810000,44.609333,51.360333,18.485000,34.484667,61.415130,32.048373,68.692245,97.293728,7.359667,-1.830667,9.190333,68.530435,8.774113,7.234667,-5.371667,12.606333,11.145654,54.542124,6.181000,14.003667,-3.219333,-3.164000,7.014333,-3.167333,17.271000,41.191370,61.151625,90.943888,61.930576,18.024333,-6.566333,24.590667,56.873966,67.382442,92.130000,-50.406667,1.531333,-0.434000,1.424605,74.605870,0.923667,-0.478000,18.681257,1.166110,0.196000,-0.119333,14.243718,1.166110,0.902333,-0.283667,12.719340,33.045158,0.555667,-0.250667,14.243718,1.166110,0.107667,-0.010000,40.690919,65.547592,1.393333,-0.232333,44.161935,1.166110,0.345667,-0.007333,42.352848,28.257919,0.037667,-0.372667,3.249066,45.994116
M_IZ_L076M3NAAA,66.468799,33.531201,1.078493,57.983513,1.253333,47.901715,0.860771,46.278015,0.550777,29.611649,0.663333,90.522268,0.381667,0.208333,-22.672116,62.609042,119.908323,-144.591315,-121.584092,5.631715,64.358453,9.591333,6.987333,2.604000,68.849934,23.585000,3.305333,-0.720667,4.026000,26.266070,26.763397,8.866000,-1.341000,10.207000,35.900125,58.546954,28.464667,28.643000,-2.257667,8.236000,31.399000,8.236000,33.656667,2.049180,52.821222,90.711448,66.468799,-6.929333,2.999667,-9.623667,-9.790667,-5.267333,-12.181333,15.181000,43.308710,66.069618,100.000000,75.941753,1.461333,-10.872667,12.334000,56.504525,62.547750,15.342000,45.392667,10.713000,46.233667,55.021333,10.054000,45.153333,66.069618,43.324216,75.770432,99.330656,7.796667,-1.786000,9.582667,79.751586,12.639922,11.484000,-5.158333,16.642333,12.639922,85.131235,4.005000,15.930333,-14.856000,-15.337000,4.673000,-16.147667,32.078000,46.301411,66.069618,91.197026,68.569351,21.883667,-1.704000,23.587667,79.797780,81.085741,103.140000,-61.283333,0.828333,-0.501667,2.920224,49.110231,0.983667,-0.333333,34.238520,40.584212,0.142667,-0.075000,15.970299,69.712779,0.585667,-0.313667,13.393556,64.989350,0.630000,-0.139333,16.503349,2.387174,0.129000,-0.036333,41.783828,40.855472,1.710000,-0.033333,46.949127,3.214758,0.617000,-0.018000,48.272945,0.661750,0.030667,-0.543667,43.558175,50.045205
M_IZ_L077M1NAAA,63.168925,36.831075,1.032173,62.204374,1.271667,47.183308,0.811743,48.920121,0.513880,30.969611,0.655000,91.635097,0.421667,0.195000,-0.958803,52.530977,101.158999,-148.199401,-72.900627,2.652731,43.886863,2.187000,-7.033000,9.220000,69.852202,23.731138,11.236333,0.796667,10.439667,15.988705,66.708180,13.899000,0.480000,13.419000,24.525778,72.631895,12.636333,12.753333,-19.698667,-10.432333,19.000333,-10.432333,38.699000,2.635046,52.027734,87.947363,63.168925,3.471000,12.786667,3.104333,2.942000,4.722667,0.844333,11.942333,20.973616,42.040823,90.139325,68.812079,8.773000,-12.804333,21.577333,43.090809,87.645693,2.471333,33.310333,-0.396000,34.549000,52.563667,-0.662333,53.812000,62.775731,25.700210,73.135684,98.822987,1.755333,-6.295333,8.050667,26.343531,73.141317,2.700000,-9.280000,11.980000,71.032822,24.645673,-0.206667,16.742667,-9.829000,-5.604000,7.560667,-7.971667,26.571667,50.982992,4.455851,84.796140,65.007776,10.629000,-11.526333,22.155333,67.579596,72.218568,24.710000,-21.110000,0.369000,-0.364000,33.071904,32.742523,0.535333,-0.140333,11.966118,1.050906,0.030667,-0.034667,9.997095,29.981949,0.190667,-0.165667,10.522548,33.071904,0.281667,-0.090667,11.966118,1.446163,0.041000,-0.017000,30.113182,39.973857,0.685000,-0.039333,32.479018,1.975247,0.106333,-0.024000,32.217070,2.102331,0.012667,-0.103000,20.341726,33.141411
M_IZ_L080M1NAAA,66.638245,33.361755,0.818310,70.543966,1.286667,47.110682,0.641276,55.282403,0.422750,36.443966,0.601667,100.878053,0.488333,0.196667,-62.359054,135.690685,210.076378,-162.374355,-176.795174,25.309994,23.281198,28.435667,8.923667,19.512000,72.824825,46.019913,-3.305000,-16.725333,13.420333,10.883240,71.009510,1.097333,-26.126333,27.223667,98.564815,56.489275,61.069000,61.247000,1.400000,20.111667,63.526667,20.111667,62.210667,1.544402,58.028153,95.951916,66.638245,-4.416333,7.671333,-15.374333,-14.371000,-2.613000,-14.573000,23.364000,13.483215,64.161429,83.189046,67.378986,15.688667,-2.695667,18.384333,77.006685,65.223456,22.696667,50.098667,15.210000,51.976000,73.875333,18.506000,60.039333,66.245656,42.182861,74.059488,99.292596,1.578000,-14.719667,16.297667,33.037037,68.988238,8.905667,-9.639333,18.545000,47.104193,90.454740,2.960667,20.516667,-11.350333,-11.610000,5.657667,-12.290667,33.062333,52.107804,66.116956,96.474117,67.082690,9.179000,-6.273667,15.452667,60.674407,71.235611,45.546667,-41.426667,0.879333,-0.261000,4.818497,78.493922,0.608667,-0.140667,26.557289,23.545653,0.139667,-0.053000,11.955438,25.373427,0.474000,-0.303000,10.527671,2.342575,0.317333,-0.087000,32.723956,2.851816,0.087333,-0.053333,49.664325,5.398935,0.916667,-0.084000,52.314296,68.224028,0.202000,-0.057000,48.190280,1.023130,0.070333,-0.127333,18.655048,46.913556
M_IZ_L081M1NAAA,73.654925,26.345075,0.664230,40.750307,1.870000,32.116167,0.355772,21.826477,0.318790,19.557669,0.968333,62.091729,0.411667,0.490000,-14.358723,25.378550,53.394777,-144.750479,-45.165653,8.778961,53.659241,3.421000,-0.349667,3.770667,62.237812,32.033011,8.447333,-3.748000,12.195333,16.762395,63.917919,12.303333,-5.167000,17.470333,22.847350,76.926573,13.885333,14.073667,-7.493667,9.434333,21.924667,9.434333,29.418333,3.724395,57.225408,87.533375,73.654925,-7.176000,0.953000,-13.546667,-11.580333,-5.843667,-11.580333,14.499667,21.901453,68.479047,89.266014,73.654925,3.011667,-8.372667,11.384333,83.748030,32.641957,-1.624333,50.391000,-1.632000,50.959000,59.225667,1.027000,60.857667,73.387290,0.093110,80.244643,98.870614,14.983333,4.160667,10.822667,18.615190,69.058896,-13.125333,-32.001000,18.875667,77.712769,7.224310,2.487667,20.016333,-14.792000,-15.405000,5.025667,-21.021000,41.037333,58.023743,73.387290,95.217940,76.968697,10.070000,-8.284000,18.354000,72.312841,83.628043,55.750000,-42.986667,0.134667,-0.405000,69.061132,65.280800,0.757667,-0.022667,24.513491,53.970998,0.077000,-0.017333,16.550586,86.621582,0.787667,-0.098667,24.485588,88.852799,0.534333,-0.031667,23.755447,86.616191,0.013333,-0.028000,55.588527,15.986628,0.178000,-0.087667,57.970195,12.024558,0.013333,-0.093333,39.706939,29.665795,0.029333,-0.030667,10.839066,56.401298
M_IZ_L082M2NAAA,71.161312,28.838688,1.046917,60.515414,1.258333,47.796353,0.834678,48.247267,0.497807,28.774952,0.571667,105.301733,0.423333,0.263333,-19.311733,32.056040,62.265770,-221.490679,-26.396967,57.377292,103.147385,12.202667,5.654667,6.548000,16.435863,78.031672,2.783667,-6.362333,9.146000,13.548907,74.092792,7.450000,-5.067333,12.517333,68.905473,65.903100,31.127000,31.596333,-2.930000,11.255333,33.758667,11.255333,36.688667,3.116106,59.249767,92.906007,71.161312,-6.289667,0.631333,-11.148333,-11.239000,-7.282667,-11.401000,12.032333,14.575707,70.763009,97.273126,73.177996,-10.964333,-23.077000,12.112667,17.272904,83.553731,5.963667,51.860667,2.507000,53.053000,62.750000,0.805000,61.945000,70.763009,40.595544,77.543650,97.159704,8.574000,-11.481667,20.055667,39.748601,78.052912,-0.834000,-15.723667,14.889667,40.886503,80.396321,6.278000,16.253667,-11.870333,-11.060000,11.570000,-11.060000,28.124000,53.763245,69.842025,88.944889,71.161312,1.684333,-25.017667,26.702000,88.288339,48.021229,117.383333,-66.513333,0.755667,-0.531000,35.698981,54.693719,0.798667,-0.134667,22.012478,73.875027,0.087667,-0.063333,9.922914,46.513564,0.249333,-0.363667,28.647111,96.363098,0.549333,-0.067333,22.018665,73.073812,0.136667,-0.026000,53.829260,9.154361,1.187333,-0.186667,55.269621,6.614996,0.015000,-0.226000,56.502976,41.514018,0.181333,-0.073000,46.126590,39.753508
M_IZ_L085M2NAAA,74.085286,25.914714,0.645663,44.223516,1.785000,33.629524,0.361715,24.775018,0.304467,20.853881,0.925000,65.018291,0.448333,0.411667,-39.151217,11.769701,21.299494,-63.479341,-81.216767,12.749322,0.077955,16.455333,9.149667,7.305667,56.858419,32.546224,4.171000,-4.670667,8.841667,36.831008,58.551862,3.481000,-6.230000,9.711000,36.835570,60.536055,43.576000,43.584667,10.665667,21.625000,44.363333,21.625000,34.947667,2.017291,59.413277,96.727920,74.085286,-4.294333,9.116000,-7.706333,-7.695000,-2.441000,-7.760333,16.918000,48.105137,73.525711,92.553639,74.909945,2.582667,-11.313000,13.895667,60.900353,47.533116,28.221667,47.938333,16.265333,47.995667,51.237333,29.813000,34.972000,73.805040,43.391429,81.069657,100.000000,-4.286333,-13.387667,9.101333,59.871876,72.125397,9.752333,-1.135000,10.887333,74.358510,63.102543,4.779333,17.604333,-1.849000,2.401333,12.703000,2.401333,19.453333,53.634860,26.455116,87.146946,74.085286,26.584667,3.184667,23.400000,69.317950,34.586910,41.516667,-39.706667,0.307000,-0.200000,19.366897,78.654605,0.976000,-0.084333,37.921337,71.413390,0.201333,-0.023333,23.821627,73.515130,0.542667,-0.091000,22.616590,91.433993,0.453667,-0.041667,40.112839,71.054078,0.069333,-0.009333,48.865893,67.063461,0.705000,-0.069000,54.006180,3.920493,0.162000,-0.004333,50.687386,91.279492,0.008333,-0.156000,49.055013,58.533368
M_IZ_L089M2NAAA,73.973158,26.026842,0.820133,47.821186,1.491667,40.450143,0.558583,32.570443,0.384060,22.394169,0.686667,87.630401,0.465000,0.340000,-30.457922,82.261001,159.803315,-158.058532,-21.419893,15.888340,30.183635,27.480667,22.143333,5.337333,12.997167,60.822137,-0.154333,-5.015667,4.861333,66.143752,22.074640,1.745667,-6.605333,8.351000,33.495659,52.702287,51.688000,51.702333,10.816000,36.689000,54.028000,36.689000,43.212000,0.438596,57.881283,91.779926,73.973158,-3.894333,1.939333,-8.031333,-7.807333,-3.959667,-8.552667,10.492000,55.117289,52.570398,90.014778,84.450937,-7.609667,-22.892000,15.282333,70.383108,97.681200,14.171667,51.718000,-2.410000,52.586000,57.255667,7.995000,59.665667,73.636074,47.179135,78.300667,100.000000,4.224667,-5.502000,9.726667,29.799066,78.174743,-7.164667,-16.808000,9.643333,37.120655,56.575383,-3.037667,5.935667,-12.593333,-2.469000,5.021333,-5.839000,18.529000,56.212631,6.506118,88.575903,100.000000,20.398000,-4.538000,24.936000,56.826850,76.191021,65.410000,-42.793333,0.776667,-0.279333,16.677394,69.660625,1.017667,-0.123333,25.881700,70.271358,0.049333,-0.099333,64.476601,47.546760,0.075333,-0.446000,73.492230,30.131973,0.826667,-0.067667,24.376791,71.209164,0.105333,-0.012667,39.259057,50.815650,0.838333,-0.102667,56.070901,7.860586,0.283333,-0.012333,46.107999,39.413995,0.032000,-0.293667,5.898798,57.969961
M_IZ_L091M2NAAA,70.052739,29.947261,1.224173,68.009630,1.615000,37.166489,0.758206,42.122549,0.618013,34.334074,0.741667,80.919540,0.523333,0.350000,4.045650,52.502559,114.395401,-161.172422,-67.916328,-0.923411,88.174899,9.311000,5.380667,3.930333,39.288522,22.088353,3.057667,-3.899000,6.956667,22.719518,72.435840,3.500667,-3.527333,7.028000,37.651465,54.348308,27.280333,27.463000,-9.956333,6.368333,31.264667,6.368333,41.221000,1.149777,60.249606,89.370887,70.052739,-3.984667,1.702333,-12.849333,-12.998667,-6.088000,-13.664333,15.366667,39.874815,69.743018,100.000000,72.236022,25.997000,7.350667,18.646333,34.271819,68.008849,3.507667,50.850333,1.272000,52.262000,66.401333,1.444667,65.474667,69.743018,41.430153,76.042585,97.913353,23.187333,5.561333,17.626000,82.649902,41.261620,18.098333,-12.975000,31.073333,73.674723,99.789695,5.605000,13.468333,-14.947333,-15.133667,18.341333,-15.510667,33.871667,46.736726,69.743018,81.513392,70.784863,20.230000,-26.723333,46.953333,44.477587,77.068384,127.846667,-52.646667,0.591333,-0.240000,9.131704,72.237816,0.941333,-0.265667,50.155935,1.343050,0.072000,-0.123000,15.786256,47.797753,0.139000,-0.636000,34.738853,47.201709,0.560000,-0.086333,22.197520,32.678486,0.212000,-0.008000,50.261088,3.149293,1.510667,-0.059000,49.842449,2.988468,0.344667,-0.009000,54.059135,57.514985,0.017000,-0.571667,4.521026,54.781757
M_IZ_L098M2NAAA,75.829042,24.170958,0.998627,58.399220,1.571667,38.177402,0.635329,37.153740,0.459343,26.862183,0.791667,75.806452,0.408333,0.371667,-44.291437,52.799213,95.856265,-185.632541,-75.226564,7.764634,37.569761,24.781000,20.498000,4.283000,35.529441,30.614151,4.641000,-5.174000,9.815000,26.725525,74.963633,7.552000,-6.208000,13.760000,17.497976,61.256522,44.790667,46.222667,9.747000,31.275667,50.976667,31.275667,41.229667,7.954969,60.884289,93.217834,75.829042,-7.651667,3.254667,-9.042667,-8.067000,-5.856000,-8.823667,12.522000,49.211356,51.123250,84.080655,84.232840,-1.438000,-23.137333,21.699333,53.347242,10.308638,16.791000,55.544667,9.652333,56.226333,62.560333,17.858333,52.908000,75.510897,49.626591,84.418957,100.000000,5.248667,-15.359000,20.607667,44.622610,77.314614,-0.044667,-13.656667,13.612000,74.978415,56.223985,-0.347333,9.341000,-24.222667,-24.226667,0.987000,-25.131667,34.809333,41.964235,74.978415,96.403315,76.674293,22.113333,-50.864000,72.977333,93.854124,21.826697,64.083333,-52.993333,0.415000,-0.255000,39.169128,55.882995,0.842000,-0.154667,26.836053,85.339797,0.041000,-0.044333,17.395511,58.078095,0.212000,-0.251667,8.482075,99.156093,0.479000,-0.060667,33.310825,58.076751,0.138333,-0.011667,38.257022,32.768601,1.223000,-0.043667,51.538149,2.333511,0.274000,-0.087000,54.400110,11.186476,0.710000,-0.266000,28.108633,57.059829
M_IZ_L100M1NAAA,69.600023,30.399977,1.113807,68.345604,1.211667,49.521551,0.919263,56.408041,0.536790,32.938536,0.563333,106.521985,0.451667,0.196667,-24.106221,104.141136,183.663333,-214.104509,-182.223288,7.363299,80.976744,10.895667,6.198000,4.697667,14.675248,65.187569,4.639000,-6.310000,10.949000,20.772292,69.064838,8.372000,-4.905333,13.277333,25.708640,78.527112,32.129000,32.162667,-9.751000,3.952667,35.804667,3.952667,45.555667,0.408163,58.736557,91.612612,69.600023,-6.487333,0.767000,-11.238333,-11.150000,-5.559000,-11.441333,12.289667,25.880825,68.638609,94.965986,73.057837,3.750333,-9.633333,13.383667,59.626274,68.910718,14.225333,49.380333,5.278667,50.886667,65.979333,7.062667,60.700667,69.187343,41.263443,77.991927,99.172383,5.591667,-3.327333,8.919000,41.827984,75.400119,10.779000,-1.598333,12.377333,75.772151,45.791628,-1.054667,13.077667,-28.015667,-28.896333,2.826667,-30.919667,43.997333,45.254185,69.187343,93.528665,71.114687,17.412667,-10.302667,27.715333,65.613797,77.726593,117.743333,-31.620000,1.208667,-0.631667,2.344539,48.687160,0.757667,-0.388000,29.490502,2.344539,0.090000,-0.056000,18.425495,45.406046,0.451667,-0.468667,20.082988,33.464871,0.551000,-0.195333,19.808621,2.344539,0.113667,-0.021667,55.979338,24.615124,1.227000,-0.064000,52.129167,4.269625,0.371000,-0.005000,54.621052,57.496824,0.021000,-0.272667,2.070172,56.670901
M_IZ_L104M1NAAA,83.363644,16.636356,0.734923,41.287828,3.861667,15.608749,0.190688,10.712783,0.336363,18.896816,1.966667,30.885046,0.573333,1.321667,-24.301485,16.672248,29.524213,-60.584134,-3.705118,9.880189,12.878396,26.821667,16.094000,10.727667,16.998328,48.250936,7.804333,-5.777667,13.582000,30.500287,80.831896,32.214000,0.624000,31.590000,33.280226,82.607812,32.668000,33.591667,-0.838000,32.727667,37.839000,30.238000,38.677000,54.986523,55.914655,90.490371,100.000000,-12.415333,3.243333,-20.597667,-19.453667,-12.778333,-19.542667,23.841000,49.863577,80.668867,100.000000,83.874650,-41.713333,-54.670333,12.957000,65.137817,19.891236,15.260667,51.499667,-7.522667,51.570333,52.363000,12.280667,59.885667,83.233571,36.429824,84.809705,100.000000,13.511333,-17.859000,31.370333,43.222414,82.833494,8.387667,-4.192000,12.579667,26.866812,54.457650,-4.359667,11.690333,-4.773333,4.118000,7.998333,-4.873333,18.779333,50.792650,2.195355,90.188247,99.909173,12.466667,-58.834000,71.300667,85.737302,38.917799,31.416667,-25.470000,0.610667,-0.699333,10.269778,50.076373,0.573667,-0.543333,56.572327,65.443799,0.074000,-0.151333,45.978136,51.115560,0.343000,-0.530667,74.566406,30.734394,0.679667,-0.289333,34.962770,70.676862,0.130000,-0.097333,31.879694,69.936536,0.796667,-0.031667,53.204537,81.185608,0.078333,-0.259333,69.856394,39.858748,0.658667,-0.033333,49.752066,40.274862
M_IZ_L112M3NAAA,68.773167,31.226833,1.109787,61.654815,1.291667,46.456378,0.859317,47.739826,0.513900,28.550000,0.608333,98.640544,0.451667,0.231667,-44.032692,78.553235,203.774466,-194.021286,-63.470714,15.439286,-16.724978,10.814000,0.484333,10.329667,53.814446,72.519780,4.970667,-4.048000,9.018667,10.325965,38.190340,0.621000,-13.962667,14.583667,78.371501,70.970728,28.478667,31.136333,-7.249333,5.506000,29.137667,5.506000,38.385667,9.421991,60.645269,87.481931,68.773167,1.261667,4.130667,-6.974333,-6.230333,3.072000,-6.230333,11.107667,10.585875,63.364170,91.492450,68.773167,-13.049333,-27.933667,14.884333,47.835344,90.187698,7.841000,50.983000,1.044667,52.600667,65.646333,2.884333,64.836667,68.386030,47.094537,76.133710,98.971781,0.123333,-21.799333,21.922667,45.437104,73.166827,4.463000,-8.145333,12.608333,16.520149,79.238112,-2.010000,17.189333,-8.030000,0.897333,2.157333,-3.930000,25.219333,56.263536,5.553608,80.656310,88.151196,20.561667,-11.128667,31.690333,79.563774,73.543049,170.140000,-161.526667,0.706333,-0.540667,4.129306,52.889657,1.055000,-0.235000,11.355198,79.184005,0.222000,-0.085333,11.744303,50.837662,1.115667,-0.283000,13.037889,36.051728,0.503000,-0.107667,37.994720,66.412148,0.107333,-0.014333,53.429785,26.264236,1.268000,-0.259000,55.098638,6.844719,0.397000,-0.017333,56.393238,88.259692,0.026000,-0.332000,4.259515,57.682381
M_IZ_L126M1NAAA,65.888257,34.111743,1.237793,65.502943,1.163333,51.598029,1.065144,56.366299,0.619553,32.786369,0.588333,102.009499,0.385000,0.190000,-26.376257,87.582711,193.215931,-185.831446,-131.227903,13.268674,43.185293,16.693000,14.561667,2.131333,67.288516,44.277342,4.084667,-2.172000,6.256667,31.917492,81.337454,0.703333,-4.155333,4.858667,98.723404,52.591797,39.253000,39.907333,2.722667,16.804333,41.099000,16.804333,38.438333,6.193785,55.582342,85.511966,65.888257,-0.275333,6.616000,-5.551000,-5.764667,-1.808000,-9.475000,16.091000,33.669072,65.458273,99.859353,74.329138,-8.668667,-20.494333,11.825667,6.947857,61.872604,5.376667,49.266667,4.356333,50.611000,63.597667,-0.343667,63.941333,65.458273,27.767820,73.621115,96.410245,0.042667,-7.768000,7.810667,73.507189,72.774840,1.555000,-13.936333,15.491333,16.091404,92.110409,-1.124667,15.475333,-11.203667,-11.598333,5.209333,-12.918000,28.393333,51.114477,65.458273,85.648161,67.606994,9.840667,-18.415000,28.255667,95.255292,76.753504,187.760000,-136.643333,1.198000,-0.675000,1.284302,57.899760,0.838667,-0.196000,20.487267,67.231251,0.116000,-0.075667,11.887596,63.345412,0.452667,-0.622333,15.468111,32.552739,0.360667,-0.162667,39.329476,2.432409,0.102000,-0.030333,49.249444,0.994965,1.405667,-0.143667,50.994367,4.292990,0.243000,-0.036333,52.264641,2.432409,0.034333,-0.068333,39.749124,50.877512
M_IZ_L132M1NAAA,66.872724,33.127276,0.725627,43.977374,1.806667,33.237397,0.402070,24.367881,0.392023,23.758990,0.963333,62.301923,0.536667,0.306667,-0.394314,10.161889,12.444330,-38.189496,-16.048503,-0.849977,9.012589,36.555333,21.287000,15.268333,72.131354,64.630006,8.074667,-5.680333,13.755000,22.329610,73.184028,2.475333,-18.857000,21.332333,22.182544,74.175400,45.985000,46.338333,30.821333,39.941000,51.709000,39.941000,20.887667,2.592113,54.312915,85.675489,66.872724,1.349667,7.623667,-0.959000,-0.943000,2.629667,-1.012667,8.665667,34.532488,66.503919,85.231845,68.213207,2.095000,-8.231333,10.326333,53.919474,74.600410,20.284000,34.378333,19.176667,34.557000,37.455333,20.813333,18.278667,66.595746,4.598092,76.283567,100.000000,2.519000,-5.145000,7.664000,50.090242,71.679698,0.844667,-9.112667,9.957333,72.056420,41.906968,3.635000,19.647000,0.804333,2.812667,6.764333,2.782667,18.842667,49.674389,2.122503,93.897595,77.685950,12.580667,-8.183667,20.764333,60.220321,28.295074,19.036667,-27.303333,0.345667,-0.190333,9.484342,43.135113,0.529667,-0.077667,14.725626,1.325164,0.075333,-0.015667,13.328425,23.914696,0.291667,-0.078667,13.220766,1.125677,0.269333,-0.036333,14.526139,1.967955,0.047000,-0.011000,24.437953,43.230898,0.639667,-0.008667,31.794433,0.574713,0.080667,-0.009333,34.975935,0.375226,0.041667,-0.052000,31.071689,36.572623
M_IZ_L132M3NAAA,67.540680,32.459320,0.847873,51.386263,1.643333,36.521264,0.516196,31.284584,0.435607,26.400404,0.881667,68.062147,0.518333,0.243333,952.098952,26.179428,22.806131,-51.609271,-39.410956,28.300650,21.253821,24.850000,8.319000,16.531000,73.417337,66.762422,6.410000,-1.130333,7.540333,22.443497,78.766696,-0.578333,-21.416333,20.838000,20.686870,76.966526,25.114667,25.450667,9.178333,15.054667,29.706667,15.054667,20.528333,3.569105,52.485694,87.424639,67.540680,3.110000,6.765667,-0.802333,-0.120667,2.269333,-0.314000,7.689667,24.765592,62.243980,85.210252,68.968276,11.924000,0.418000,11.506000,22.489960,74.928132,11.432000,27.286000,10.906333,27.311667,29.855000,10.278667,19.576333,67.236336,5.433941,77.065118,100.000000,6.913333,-2.151000,9.064333,50.578289,63.458820,6.609333,-11.916333,18.525667,76.252187,67.185877,0.859000,17.382333,-5.740333,-5.034333,3.942333,-5.851667,23.452333,49.262242,64.994000,93.806868,70.389771,26.514000,-21.138667,47.652667,94.022338,35.217759,35.370000,-35.453333,0.370333,-0.482333,8.400135,54.043172,0.855333,-0.197333,23.954895,42.529541,0.050000,-0.044333,20.584961,62.656511,0.342667,-0.120667,21.909318,0.203942,0.481333,-0.074333,23.746306,87.152604,0.094333,-0.003333,32.702407,35.076947,1.118333,-0.066667,46.822845,1.822321,0.187667,-0.054000,53.235915,13.662066,0.234667,-0.343333,41.224971,53.343801
M_IZ_L135M2NAAA,65.562318,34.437682,0.781047,48.212757,1.418333,42.310313,0.551048,34.015303,0.370417,22.865226,0.765000,78.440309,0.353333,0.300000,-30.713961,20.414279,79.995253,-71.321586,-8.986803,47.517338,11.669329,22.695333,15.357333,7.338000,43.130069,61.263399,5.458000,-2.475333,7.933333,79.084265,53.704387,3.669000,-5.494333,9.163333,21.215157,61.106115,32.207333,32.500667,4.724667,18.937333,37.374333,18.937333,32.649667,3.240741,53.821285,95.056803,65.562318,-3.258667,1.370667,-6.391333,-6.391667,-1.192667,-6.951333,8.322000,22.175421,64.851309,90.391994,68.157361,-11.667333,-22.566333,10.899000,64.485787,71.676227,10.265667,36.519667,1.781333,37.245667,41.025667,2.695000,39.244333,65.209732,41.832890,69.325969,85.072863,3.159000,-4.058667,7.217667,29.232872,65.945193,-8.838667,-17.286000,8.447333,8.053210,81.072839,-10.900000,6.875000,-12.718000,-11.333667,-5.631333,-12.299667,19.844667,45.018731,62.506415,78.793730,84.912214,16.981667,-28.519333,45.501000,93.317431,28.137778,42.636667,-46.260000,0.256667,-0.564333,85.778034,50.400439,0.717333,-0.088667,27.353307,60.156158,0.025333,-0.055667,7.610808,34.799418,0.157000,-0.224667,7.845550,40.441214,0.314000,-0.065667,29.392048,59.213668,0.078333,-0.014667,32.786549,59.317997,1.058000,-0.023000,47.004991,27.802493,0.134000,-0.110667,49.351042,10.585414,0.329667,-0.036000,37.041296,55.100007
M_IZ_L139M1NAAA,79.561277,20.438723,0.719063,42.801389,2.181667,27.518110,0.330080,19.647645,0.320683,19.088294,1.106667,54.339678,0.441667,0.633333,-14.969005,11.935493,32.403643,-172.700142,-24.619051,18.247740,341.048736,24.293000,20.407667,3.885333,52.536684,59.640715,3.348333,-7.530333,10.878667,14.596972,61.026859,7.542667,-0.825667,8.368333,51.144366,69.052965,38.617667,38.869333,13.993667,35.084000,45.194667,35.052333,31.201000,25.794531,55.686233,89.338252,87.026169,-5.146333,0.774000,-12.364333,-10.842000,-5.378000,-10.842000,13.138333,21.722263,72.298303,93.529068,79.561277,3.912333,-9.427000,13.339333,89.830692,22.185455,8.019000,61.225000,0.888000,61.743667,67.717667,5.866333,66.829667,79.331959,16.457489,83.840063,99.608764,6.893667,-2.492000,9.385667,86.143001,64.597852,1.245333,-11.101000,12.346333,56.502243,75.516128,0.297667,20.769333,-37.825333,-32.919667,13.966333,-32.919667,58.594667,59.352063,76.821401,90.501343,79.561277,18.420333,-20.663667,39.084000,65.264737,86.803852,84.406667,-51.560000,0.372667,-0.251333,40.881416,95.532904,0.858000,-0.075333,14.368751,97.951308,0.046667,-0.022667,85.582277,85.496046,0.105333,-0.205333,64.535588,69.031993,0.552667,-0.034000,14.137269,87.608723,0.028667,-0.011667,71.284156,41.650568,0.290667,-0.030000,57.515359,3.589757,0.108667,-0.007667,51.384498,93.261627,0.006000,-0.054667,2.727960,71.976446
