,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,HV1,HV2,KV1,KV2,AV1,Vfdt1,Vfdt2,HR1,HR2,HR3,THR1,THR2,HR4,HR5,HR6,THR4,THR5,HR7,HR8,HR9,THR7,THR8,H1,H2,H3,H4,H5,H6,H7,TH2,TH3,TH5,TH6,H8,H9,H10,H11,H12,H13,H14,TH9,TH10,TH12,TH13,H15,H16,H17,THR15,THR16,K1,K2,K3,K4,K5,K6,K7,TK2,TK3,TK5,TK6,K8,K9,K10,TK8,TK9,K11,K12,K13,TK11,TK12,A1,A2,A3,A4,A5,A6,A7,TA2,TA3,TA5,TA6,A8,A9,A10,TA8,TA9,F4,F5,HM1,HM2,THM1,THM2,HM3,HM4,THM3,THM4,HM5,HM6,THM5,THM6,KM1,KM2,TKM1,TKM2,KM3,KM4,TKM3,TKM4,KM5,KM6,TKM5,TKM6,AM1,AM2,TAM1,TAM2,AM3,AM4,TAM3,TAM4,AM5,AM6,TAM5,TAM6
M_IZ_L141M1NAAA,71.560414,28.439586,0.973557,60.847292,1.365000,43.993323,0.714317,44.644826,0.466787,29.174167,0.660000,91.047827,0.435000,0.270000,-47.811973,40.435288,90.699688,-133.065098,-47.355805,30.230734,23.594366,24.170000,20.479667,3.690333,52.827032,64.118532,2.388000,-2.934333,5.322333,24.426244,76.330225,1.393000,-5.004667,6.397667,23.019319,78.869348,48.384000,48.964333,12.959667,24.158000,50.052000,24.158000,37.092333,3.214286,60.578441,96.333043,71.560414,-6.120333,2.628000,-6.436667,-4.517667,-2.881667,-5.286000,9.064667,53.126326,2.021844,83.061778,82.584672,-13.671000,-23.973667,10.302667,84.683512,5.861908,14.299000,49.886000,14.095333,51.039000,60.649000,18.126000,46.553667,71.193803,18.411552,77.059579,99.019215,-0.634333,-15.634333,15.000000,27.555323,74.715040,-0.951667,-19.128667,18.177000,37.214082,84.724406,1.875667,18.521667,-6.726333,-2.185000,6.403667,-2.185000,25.248000,50.933107,4.644317,87.200040,71.560414,11.247000,-16.228333,27.475333,64.832457,62.306647,78.313333,-59.826667,0.312333,-0.458333,35.757106,55.937145,0.879667,-0.145333,26.544332,69.219742,0.195000,-0.037667,20.273186,69.968033,0.850333,-0.178333,23.445459,63.235187,0.338000,-0.065000,23.440068,69.728648,0.082000,-0.007333,52.408173,24.701385,0.994333,-0.167333,54.701907,4.398043,0.149667,-0.008000,56.733009,69.847696,0.218000,-0.105333,55.436418,62.875197
M_IZ_L148M1NAAA,60.435901,39.564099,1.059197,69.683991,1.350000,44.556438,0.786585,51.748983,0.583587,38.393860,0.716667,84.376546,0.410000,0.223333,-49.377782,18.586768,41.463433,-101.450476,-28.870564,-0.210317,-0.616933,40.321667,27.050333,13.271333,43.209427,93.478691,-2.524000,-13.924000,11.400000,98.251748,58.441179,-8.307333,-30.816667,22.509333,100.000000,54.164278,64.886333,66.739000,41.836000,48.680333,66.121667,48.540333,25.248333,7.696029,48.772082,100.000000,62.602914,5.094000,10.689000,-2.361667,-2.429000,0.638667,-3.779333,14.468333,20.287667,59.948047,100.000000,76.461383,14.997333,3.108667,11.888667,70.920849,17.098386,23.430333,49.276667,20.664000,49.962000,58.102667,25.326667,37.438667,60.064597,41.179701,70.860507,99.235739,-1.675333,-11.956333,10.281000,92.825932,61.638257,5.138000,-9.635000,14.773000,53.059118,77.513569,-8.317333,9.976333,-9.819667,-9.057333,-7.084667,-9.730000,19.925333,25.255099,41.707720,83.952004,83.996171,25.313000,1.192000,24.121000,97.126319,66.691387,84.286667,-63.910000,0.976000,-0.261333,14.619046,72.605506,0.649000,-0.017667,20.636850,96.669318,0.095667,-0.021333,19.203693,96.552768,0.235000,-0.270667,13.744686,34.051987,0.303000,-0.018000,42.088616,96.552768,0.072000,-0.011667,47.519968,1.871720,0.851667,-0.008667,41.715013,69.349582,0.448667,-0.008667,43.409374,90.660321,0.002667,-0.214333,90.066931,44.255629
M_IZ_L148M2NAAA,63.463877,36.536123,1.143750,76.761745,1.145000,52.402413,0.998973,67.045142,0.613430,41.169799,0.570000,105.279503,0.376667,0.198333,-34.460137,54.495275,132.317399,-129.190154,-115.702750,-6.488890,11.229854,40.022333,23.420667,16.601667,47.453298,91.558662,-1.710667,-13.535333,11.824667,16.158721,62.882890,-3.612333,-25.649667,22.037333,100.000000,56.769281,63.463667,63.774000,37.579333,44.175667,62.918000,44.171000,26.272000,2.629036,52.839100,100.000000,63.608804,-1.693667,7.491667,-6.020333,-6.228000,-4.263333,-7.913667,15.405333,21.700198,63.027190,92.576963,71.760942,-5.397333,-23.583000,18.185667,80.931348,33.915575,19.530667,48.472667,17.579667,49.276667,59.229000,21.899333,41.649333,63.027190,43.525032,75.546823,99.126632,-10.398333,-29.900667,19.502333,62.075124,66.666239,27.071333,2.415333,24.656000,54.149793,78.899198,-11.413667,4.904000,-17.352667,-16.902667,-10.952000,-16.902667,22.256667,20.667912,62.444937,98.980428,63.463877,37.777667,10.399333,27.378333,93.887018,70.164824,108.680000,-96.776667,0.661667,-0.295000,4.518157,69.433197,0.900667,-0.083333,20.090773,80.344709,0.139000,-0.030000,18.194007,94.923095,0.413667,-0.430000,15.284032,33.187790,0.364000,-0.057000,45.562262,66.952713,0.108000,-0.040333,41.734989,1.892308,0.892667,-0.011333,47.892522,65.069483,0.495000,-0.011333,37.365579,74.437061,0.006333,-0.527333,85.148830,38.537723
M_IZ_L148M3NAAA,59.586135,40.413865,1.213800,77.807692,1.111667,54.024369,1.092269,70.017268,0.670340,42.970513,0.585000,102.569098,0.348333,0.178333,-3.960627,33.526397,95.632146,-106.924183,-34.259082,98.266869,5.194637,40.295333,24.005000,16.290333,46.743998,63.290312,-0.813667,-10.260333,9.446667,50.895663,62.762012,-17.001333,-38.193000,21.191667,55.975562,55.281747,55.525000,55.925333,27.816667,30.104667,56.832667,30.104667,29.812000,2.946598,51.347853,100.000000,59.586135,13.862667,19.214667,6.579333,6.759000,17.001667,2.965667,19.487000,15.295971,54.284601,91.111284,72.526341,14.607000,-9.666000,24.273000,66.896137,66.510172,15.456667,29.632333,8.349667,30.643000,49.680667,15.447667,41.331000,59.135932,42.524742,73.608618,98.778258,-6.311333,-16.633000,10.321667,40.895951,69.466238,10.148667,-8.149667,18.298333,67.831150,82.296520,-15.654667,-2.089000,-17.845000,-17.941333,-13.968667,-19.451333,17.362333,21.678186,58.990371,96.683738,87.869556,33.394667,10.175667,23.219000,96.565804,76.098762,91.923333,-94.390000,0.903000,-0.314000,66.027167,76.869618,0.808333,-0.183333,16.473393,69.927129,0.073667,-0.084333,82.816409,96.724886,0.104000,-0.565000,27.418879,99.217527,0.274333,-0.088333,40.470203,96.716540,0.059000,-0.039000,26.196892,2.251015,0.740333,-0.013667,43.587401,71.505924,0.360333,-0.011667,17.883265,93.376414,0.004667,-0.428667,70.692471,36.327641
M_IZ_L148M4NAAA,61.734566,38.265434,1.202563,77.087393,1.185000,50.687719,1.015220,65.078205,0.653267,41.876068,0.593333,101.134813,0.386667,0.205000,-44.687210,41.316765,117.528344,-100.292021,-60.048784,-8.142470,-1.003903,47.888000,29.187667,18.700333,45.561431,92.948050,-8.773333,-17.681667,8.908333,31.709515,62.854965,-19.793333,-42.804667,23.011333,87.388089,58.510831,72.615000,76.219000,48.085000,48.854333,72.058667,48.842333,28.134000,8.870351,55.859854,100.000000,61.879493,14.972667,19.460000,7.666000,10.398667,15.033333,7.867333,14.468667,28.064516,55.515067,93.519148,80.177904,20.279667,-10.379333,30.659000,70.486625,34.036933,22.430667,42.219667,19.845667,43.023000,57.003000,24.621000,37.157333,61.312168,42.774345,73.972390,98.608917,-5.273667,-18.488333,13.214667,76.104388,63.000570,14.718000,-8.088667,22.806667,25.239758,80.712769,-20.499667,-6.679333,-21.477333,-21.169333,-18.544000,-23.897333,17.218000,12.766294,60.755362,87.981533,88.620033,30.769333,7.664333,23.105000,99.165724,76.436630,88.893333,-94.956667,1.421667,-0.405333,8.449819,69.604163,1.010333,-0.115000,4.223977,63.533283,0.120667,-0.034333,7.122527,32.028986,0.282667,-0.579000,27.582426,0.972417,0.311333,-0.042000,29.986015,39.704863,0.070333,-0.034667,44.453211,2.255050,0.698333,-0.012333,45.322305,64.561862,0.364000,-0.014000,16.541543,99.310651,0.005000,-0.410667,64.700002,27.159823
M_IZ_L148M6NAAA,66.894686,33.105314,0.954790,58.587907,1.243333,48.271182,0.767987,47.125134,0.486883,29.875955,0.663333,90.523969,0.353333,0.226667,-35.905108,20.982471,73.833127,-96.400564,-35.537300,37.410153,22.102520,35.930000,22.218333,13.711667,51.109814,64.921355,-1.489000,-13.901667,12.412667,22.514350,69.453548,-9.029667,-25.225667,16.196000,14.924320,56.035930,48.370000,50.953333,31.573333,37.170000,48.608333,37.170000,19.380000,8.988472,52.284518,91.503514,66.894686,4.502333,11.563000,0.203000,0.063667,3.284667,-1.136333,12.699333,30.590096,66.492426,95.511204,74.799547,17.389333,-2.091000,19.480333,75.744179,22.394799,10.694333,39.730000,9.770333,40.323000,44.190667,9.960000,35.054000,66.492426,12.996982,71.589150,98.270731,-1.359000,-14.009000,12.650000,35.223045,62.604519,-11.935000,-35.582667,23.647667,50.299649,79.352995,-6.324667,14.249667,-12.203667,-11.468667,-1.073667,-11.468667,26.453333,48.141011,65.556833,93.590952,66.894686,23.641667,-38.655667,62.297333,87.776281,27.425558,43.183333,-62.910000,0.541667,-0.391333,19.664419,61.060310,0.747667,-0.208000,26.260340,63.805876,0.055667,-0.027667,35.321479,80.206974,0.224000,-0.170667,27.803165,97.597061,0.192000,-0.183000,22.458227,56.447453,0.015333,-0.024333,34.995928,55.908018,0.685000,-0.091667,49.340109,2.812657,0.050000,-0.235333,56.468461,22.118870,0.402333,-0.033000,48.944173,3.868256
M_IZ_L157M1NAAA,66.331380,33.668620,1.119970,78.319580,1.321667,45.399109,0.847108,59.238320,0.538463,37.654779,0.646667,92.792103,0.383333,0.291667,-56.437286,56.102367,29.269070,-75.635956,-70.639408,-7.312457,39.085349,26.280333,9.637667,16.642667,73.895039,48.854962,12.211000,-0.283333,12.494333,28.536313,46.877997,23.384333,1.860333,21.524000,30.766788,26.691729,47.636000,48.243000,2.588667,6.629333,43.490667,6.629333,45.829667,6.560680,62.673907,99.239995,66.331380,1.107000,15.891667,-6.678667,10.156667,10.156667,-8.503667,26.856333,54.825635,29.739753,66.331380,87.143604,-12.683333,-33.947667,21.264333,98.730616,53.121779,33.731333,41.756667,29.731000,32.283667,46.757667,29.650333,17.248333,9.836474,25.458338,83.349812,100.000000,-7.160333,-20.886333,13.726000,47.297038,72.204886,22.828333,4.477667,18.350667,48.367978,77.047411,-7.538667,15.926667,-13.181000,-10.377333,6.327000,-10.899333,29.152000,37.075918,43.566936,86.504119,77.527309,17.551667,-47.889333,65.441000,71.524082,31.470257,44.290000,-49.483333,1.470333,-1.174667,3.279147,53.345823,0.795667,-0.320000,3.153834,62.925952,0.182000,-0.085000,25.096942,67.552155,1.221333,-0.520667,9.711160,66.917293,0.455000,-0.187667,50.466498,11.023667,0.204000,-0.033667,53.720366,16.306213,0.893667,-0.075000,43.365377,23.764521,0.116000,-0.077667,40.466018,4.539911,0.570000,-0.237667,36.050410,55.994126
M_IZ_L157M2NAAA,65.582494,34.417506,1.179193,81.888426,1.235000,48.684273,0.959693,66.645332,0.644807,44.778241,0.645000,93.268455,0.326667,0.263333,-40.663555,49.814455,25.849570,-75.936193,-29.242587,5.289689,35.244149,37.643333,20.020333,17.623000,74.307741,79.552083,11.765000,1.665667,10.099333,69.237866,21.854438,16.309667,-7.624333,23.934000,51.992716,0.982194,55.051000,57.559667,16.215000,19.002000,57.801333,19.002000,43.895000,5.168922,58.703194,100.000000,65.582494,6.923667,12.925667,-2.446333,4.137667,9.017667,-5.802667,19.072667,48.431560,34.075316,88.719899,86.538263,-4.178667,-19.820333,15.641667,78.035120,61.725145,34.129667,45.763333,30.667667,39.095667,49.695000,33.434000,19.027333,26.323962,36.073871,84.355302,88.570016,-5.739667,-15.132667,9.393000,46.330611,84.770342,15.301333,3.911000,11.390333,56.496838,76.954661,3.214667,23.872667,2.078667,11.373333,20.066000,-0.637667,24.693000,31.218210,1.219441,84.631927,98.600533,7.985000,-28.531000,36.516000,79.957709,48.498844,36.343333,-57.440000,1.057667,-0.830333,35.156243,51.406886,0.617333,-0.323333,55.168841,86.194553,0.119667,-0.102667,43.158231,62.414909,1.470667,-0.467667,10.177369,32.616194,0.378333,-0.196667,50.287983,41.610171,0.155333,-0.034667,52.653303,22.302157,1.001667,-0.028000,41.853893,22.675808,0.070333,-0.093000,41.481645,13.141515,0.230333,-0.138333,24.850288,52.955403
M_IZ_L157M3NAAA,66.097041,33.902959,1.235317,84.610731,1.255000,47.880425,0.987207,67.616885,0.617510,42.295205,0.620000,96.790982,0.346667,0.288333,-49.793026,47.714775,19.262415,-45.052767,-37.555973,-0.963784,36.046946,33.589667,18.583333,15.006333,59.641053,80.658837,12.987667,2.103333,10.884333,62.346128,56.939709,24.015000,-1.780333,25.795333,53.108017,3.184896,50.121333,54.304667,15.191000,17.239333,54.104000,17.239333,40.975667,7.913011,62.663710,100.000000,66.097041,1.791000,10.047000,-3.271667,4.270000,4.390667,-6.013000,16.060000,52.859345,23.204596,66.937377,85.627097,-8.551667,-27.961667,19.410000,33.140343,82.800565,34.208333,46.205333,30.919000,43.842667,46.747333,29.840333,17.766667,45.227557,13.066483,78.532298,98.719341,-3.283333,-17.165667,13.882333,64.698023,69.728995,8.661333,-3.663333,12.324667,43.145317,54.972726,6.700000,27.584000,2.210667,7.673000,16.869333,-4.239667,31.823667,32.561033,2.544636,86.151985,99.333227,15.639000,-54.057667,69.696667,55.726469,16.889665,44.466667,-73.950000,1.032000,-1.018667,36.706690,54.285646,0.509000,-0.300000,54.249253,58.567607,0.147000,-0.121000,58.747588,37.958630,1.587000,-0.528667,11.464553,33.868873,0.249000,-0.476000,70.224555,9.436029,0.168333,-0.096667,57.265302,11.457514,1.046000,-0.055667,41.752569,4.754489,0.073000,-0.295000,58.616354,10.131006,0.708000,-0.243333,34.699956,55.075557
M_IZ_L157M4NAAA,67.882600,32.117400,1.061037,72.673744,1.323333,45.340194,0.801792,54.917236,0.557550,38.188356,0.685000,87.632124,0.308333,0.330000,-3.248786,16.000600,15.220336,-61.192324,-87.037679,-1.799527,32.189671,24.012333,13.198667,10.813667,72.038784,98.235182,9.725667,4.010667,5.715000,26.205927,27.924528,20.668333,-0.366333,21.034667,41.067753,26.792453,57.302000,58.746667,21.422333,24.861333,57.690333,24.861333,37.629000,5.544597,60.453593,98.740233,67.882600,0.003667,6.016667,-2.666667,2.004333,2.004333,-8.959000,14.975667,56.800076,22.166000,67.882600,86.272632,-25.890667,-43.405000,17.514333,0.882409,34.004669,42.634667,55.885667,42.247667,55.643667,57.850333,40.253000,17.640333,65.617496,1.888222,72.788260,99.873737,-18.214667,-29.905667,11.691000,95.974843,35.228702,27.198333,12.519667,14.678667,37.658662,51.050124,0.758000,23.332000,-2.019667,3.871000,12.846000,-5.309000,28.641000,35.764246,23.775491,84.253859,98.235658,12.016667,-98.483333,110.500000,61.592815,43.450067,45.886667,-46.133333,0.950333,-1.197667,4.910901,53.396703,0.760333,-0.377000,14.475415,71.175434,0.204000,-0.154000,46.972556,33.591100,1.496667,-0.531000,24.794168,65.283495,0.422333,-0.231333,41.562798,34.979512,0.208000,-0.027000,55.037164,9.567848,0.685333,-0.058667,51.383648,51.123023,0.067333,-0.117000,46.079665,22.819706,0.957667,-0.197000,43.705927,58.313322
M_IZ_L157M5NAAA,69.157884,30.842116,1.145390,72.493038,1.393333,43.135790,0.824146,52.161158,0.609793,38.594515,0.716667,83.785860,0.338333,0.338333,-58.604981,39.636419,28.379782,-103.228611,-28.459492,-3.026267,29.468376,33.270000,23.160000,10.110000,57.968420,45.792405,11.164667,-1.215000,12.379667,31.552354,52.786729,23.099000,-2.764333,25.863333,34.175112,51.718582,64.456667,64.507000,28.031333,31.673667,66.674333,31.673667,38.672333,0.483092,62.743816,97.547699,69.157884,-5.246000,6.367667,-8.069667,-2.078667,-1.215000,-13.959000,20.326667,54.362225,23.727538,80.060140,83.980137,-4.996333,-25.190667,20.194333,33.121364,26.773845,42.250000,58.230333,40.359667,57.921667,65.681000,40.511000,26.017000,67.597565,11.309199,82.781488,100.000000,-4.508667,-17.943333,13.434667,91.545894,34.067441,18.891000,7.120333,11.770667,61.006813,53.487367,0.147667,22.070000,-3.637667,-2.376333,10.119667,-6.079333,28.444333,31.121541,46.468526,86.835360,89.097744,11.536333,-80.009000,91.545333,65.084165,34.400053,66.103333,-56.196667,1.336333,-1.300000,36.877909,50.881474,0.675667,-0.504667,67.144699,63.158414,0.218000,-0.245333,52.386141,5.973656,1.508333,-0.692000,23.001863,66.702470,0.548667,-0.335333,52.506914,6.207807,0.214667,-0.062667,55.144201,16.392301,0.860000,-0.029333,42.639596,54.196179,0.031667,-0.159667,44.308624,17.841317,0.796333,-0.159000,40.484752,60.651499
M_IZ_L162M1NAAA,64.850863,35.149137,1.243247,71.042667,1.250000,48.037677,0.996163,56.923585,0.607700,34.725714,0.633333,95.105726,0.416667,0.200000,-11.382986,32.080368,91.495709,-161.637160,-2773.910256,-37.168783,13.176958,16.075000,9.023667,7.051333,32.100994,72.799581,2.696667,-2.816667,5.513333,28.519100,67.404500,11.927667,2.409667,9.518000,100.000000,54.866562,33.842667,33.864667,-3.493667,4.502000,34.000000,4.502000,37.824000,0.528519,56.203558,100.000000,64.850863,-6.461333,5.524000,-9.056667,-9.449667,-8.050667,-12.105333,17.629333,45.130822,64.450549,82.349555,70.447410,-7.158000,-22.825000,15.667000,35.159602,62.318158,0.811000,44.148667,-0.184333,45.477667,57.924667,-1.897667,59.822333,64.450549,42.833595,72.080063,96.083203,0.038000,-6.347667,6.385667,85.795395,56.467818,3.302000,-15.226333,18.528333,71.177394,29.589220,0.193000,5.947000,-14.903000,-14.268000,2.177333,-14.268000,20.859667,44.722658,44.811617,85.607012,64.850863,10.411333,-20.516333,30.927667,72.017268,54.366824,143.563333,-116.360000,0.651000,-0.626333,32.517007,49.534275,0.669333,-0.157000,17.734171,59.398221,0.084667,-0.058333,16.541078,29.997384,0.470333,-0.392000,13.874935,65.034014,0.167667,-0.092333,35.863422,5.196232,0.036333,-0.014333,40.151753,10.311355,1.164000,-0.200333,48.437991,5.204082,0.157000,-0.104333,50.999477,11.847200,0.232667,-0.061000,41.792255,58.854003
M_IZ_L168M2NAAA,65.370927,34.629073,1.060670,65.473457,1.093333,54.893649,0.970550,59.910485,0.515487,31.820165,0.560000,107.159791,0.350000,0.183333,-82.524693,93.483244,184.461701,-156.501711,-72.537830,20.066203,37.536569,15.049333,9.825333,5.224000,26.240915,54.925655,4.443000,-4.632000,9.075000,19.343647,68.078969,8.181667,-4.346000,12.527667,75.342466,62.016198,34.963000,35.174000,-5.299000,4.529667,36.025000,4.529667,41.602000,1.046338,55.153806,89.446459,65.370927,-7.209667,0.376000,-9.546667,-9.711000,-7.018000,-11.819333,12.195333,34.608243,64.913479,97.412481,72.068679,-3.740333,-14.806333,11.066000,60.382516,36.957851,9.331000,40.394333,2.762667,42.048333,58.003333,5.229000,56.392333,64.913479,41.306063,74.501009,96.160341,9.562333,2.629333,6.933000,16.620624,58.331868,-14.565667,-28.657333,14.091667,77.079007,94.486316,0.138333,7.785667,-8.330667,-6.586333,4.038667,-6.586333,16.146333,47.851860,62.928754,89.467797,65.370927,12.259667,-21.196333,33.456000,86.556682,50.833126,69.320000,-59.126667,0.736667,-0.567000,2.741126,53.634144,0.866667,-0.164333,19.511731,95.394097,0.125333,-0.066000,12.616437,57.947708,0.528000,-0.274000,13.435953,95.381524,0.561333,-0.102333,25.905251,62.945961,0.103000,-0.023000,43.725820,8.822938,1.048000,-0.152667,48.920613,4.426646,0.235333,-0.083333,51.624021,9.683159,0.112667,-0.158000,43.312125,53.630084
M_IZ_L175M1NAAA,67.805199,32.194801,1.083740,77.966906,1.160000,51.729905,0.934543,67.233325,0.516980,37.192806,0.568333,105.759246,0.450000,0.141667,-55.997626,89.274749,138.831160,-128.678681,-144.051527,26.922285,63.913812,19.593000,12.223000,7.370000,33.687332,64.869773,1.474333,-10.363000,11.837333,41.906334,67.504859,17.864333,0.707000,17.157333,69.396552,61.406668,44.376333,44.549667,-4.041000,6.694000,40.962667,6.694000,48.590667,1.985816,60.336786,93.690183,67.805199,-13.426667,-8.774667,-18.481333,-18.327333,-13.057333,-21.693000,12.918333,35.481436,66.804906,85.298361,89.958214,-26.332333,-42.647667,16.315333,35.030597,89.093299,15.203333,43.402000,14.453667,44.800000,58.376000,10.618667,48.108000,67.374116,0.873362,75.282783,98.133922,1.937667,-27.686667,29.624333,97.994008,72.849377,14.848333,-8.125667,22.974000,55.949557,85.649084,0.353667,15.204333,-15.437000,-15.205667,2.350333,-15.234333,30.767333,47.387466,66.948584,94.097710,67.950759,9.261000,-39.104333,48.365333,84.184405,29.851545,59.236667,-59.936667,0.628000,-0.572667,4.174580,51.145781,0.546667,-0.309000,12.790584,60.762366,0.116000,-0.041000,12.510613,62.344756,0.766333,-0.309000,11.069922,0.582242,0.205333,-0.087333,22.252040,62.490316,0.054333,-0.046333,50.989456,11.066206,0.998000,-0.222333,50.565470,5.182306,0.170667,-0.207000,54.435993,9.487532,0.464667,-0.078333,40.764133,39.676430
M_IZ_L177M2NAAA,62.951795,37.048205,1.063060,82.407752,1.183333,52.204443,0.919209,71.256474,0.481090,37.293798,0.610000,101.043213,0.423333,0.150000,-53.890676,84.150829,136.322883,-172.989046,-166.361311,8.317360,14.415173,30.823333,22.140000,8.683333,27.591401,53.846154,1.634333,-10.308000,11.942333,47.382281,64.992756,7.511667,-16.771333,24.283000,15.431144,59.661298,52.225667,54.098000,16.796000,26.540333,55.207000,26.540333,38.880000,2.997602,52.661637,88.136607,62.951795,-10.349000,-0.526000,-13.741333,-11.672000,-4.356000,-12.959333,16.778333,37.510585,42.882101,96.576577,83.058088,3.281000,-8.493000,11.774000,71.799354,32.975980,15.281333,52.153667,10.931000,52.950000,66.022667,17.239667,55.091667,62.516758,14.233505,76.299019,99.520384,3.245667,-11.275000,14.520667,84.503069,53.056285,12.937667,-5.052333,17.990000,58.091711,65.107914,-6.228667,9.785667,-14.968333,-16.250667,-5.755333,-22.064333,31.850000,43.426270,42.696938,85.483567,66.866561,27.373333,-7.268000,34.641333,94.989915,71.844849,48.320000,-60.800000,0.888667,-0.386000,4.560000,57.171954,0.562000,-0.248333,19.733697,20.235473,0.094000,-0.062000,30.344884,35.845040,0.341667,-0.273333,25.758513,89.088729,0.354000,-0.130000,21.652162,23.592787,0.142667,-0.016333,22.446912,32.344329,1.050667,-0.068667,42.046564,55.440181,0.342333,-0.021667,25.254895,84.137705,0.009333,-0.364667,54.031837,20.334433
